sls_ord_num,sls_prd_key,sls_cust_id,sls_order_dt,sls_ship_dt,sls_due_dt,sls_sales,sls_quantity,sls_price
SO75921,BK-M82B-48,22327,20140318,20140324,20140329,88,4,22
SO75922,BK-R93R-48,27855,20140228,20140305,20140310,22,1,22
SO75923,FE-6654,28982,20140213,20140223,20140228,6750,2,3375
SO75924,ST-1401,11128,20140208,20140214,20140219,88,4,22
SO75925,CA-1098,18353,20140209,20140218,20140223,2097,3,699
SO75926,BK-R93R-62,14218,20140206,20140211,20140216,22,1,22
SO75927,ST-1401,17865,20140326,20140403,20140408,699,1,699
SO75928,HL-U509,14620,20140221,20140226,20140303,13600,4,3400
SO75929,BK-R93R-62,17793,20140317,20140324,20140329,688,2,344
SO75930,BK-R93R-48,20784,20140306,20140311,20140316,344,1,344
SO75931,SO-B909-M,19190,20140208,20140215,20140220,159,1,159
SO75932,FE-6654,27772,20140201,20140210,20140215,17890,5,3578
SO75933,FE-6654,27445,20140221,20140228,20140305,159,1,159
SO75934,BK-R50B-62,22323,20140314,20140321,20140326,688,2,344
SO75935,FE-6654,12332,20140218,20140225,20140302,17000,5,3400
SO75936,BK-R93R-62,11298,20140222,20140228,20140305,14312,4,3578
SO75937,SO-B909-M,13146,20140306,20140316,20140321,1032,3,344
SO75938,ST-1401,20107,20140205,20140215,20140220,318,2,159
SO75939,BK-M82B-48,17273,20140205,20140213,20140218,88,4,22
SO75940,BK-R93R-48,27524,20140316,20140323,20140328,13600,4,3400
SO75941,ST-1401,16050,20140310,20140317,20140322,27,3,9
SO75942,BK-R50B-62,28854,20140205,20140211,20140216,1720,5,344
SO75943,FE-6654,27160,20140130,20140206,20140211,795,5,159
SO75944,LJ-0192-S,20007,20140220,20140301,20140306,6750,2,3375
SO75945,LJ-0192-S,13284,20140305,20140311,20140316,88,4,22
SO75946,BK-M82B-48,27050,20140320,20140327,20140401,2796,4,699
SO75947,SO-B909-M,17900,20140312,20140317,20140322,16875,5,3375
SO75948,FE-6654,11150,20140211,20140218,20140223,36,4,9
SO75949,FE-6654,29480,20140309,20140317,20140322,344,1,344
SO75950,BK-M82B-48,20652,20140204,20140209,20140214,10734,3,3578
SO75951,LJ-0192-S,18538,20140225,20140307,20140312,88,4,22
SO75952,BK-M82S-44,24680,20140320,20140327,20140401,66,3,22
SO75953,BK-R50B-62,18878,20140314,20140322,20140327,36,4,9
SO75954,BK-M82B-48,12761,20140204,20140209,20140214,44,2,22
SO75955,BK-M82S-44,14774,20140225,20140307,20140312,27,3,9
SO75956,ST-1401,22276,20140223,20140305,20140310,3400,1,3400
SO75957,FE-6654,18432,20140204,20140213,20140218,3495,5,699
SO75958,BK-R50B-62,27993,20140206,20140213,20140218,1720,5,344
SO75959,BK-M82B-48,17163,20140326,20140404,20140409,36,4,9
SO75960,LJ-0192-S,15963,20140227,20140305,20140310,3400,1,3400
SO75961,BK-M82S-44,24816,20140208,20140213,20140218,699,1,699
SO75962,SO-B909-M,19777,20140217,20140225,20140302,1032,3,344
SO75963,HL-U509,27441,20140324,20140331,20140405,17000,5,3400
SO75964,HL-U509,25151,20140318,20140326,20140331,1398,2,699
SO75965,BK-R93R-62,18119,20140204,20140210,20140215,16875,5,3375
SO75966,FE-6654,19630,20140321,20140327,20140401,27,3,9
SO75967,SO-B909-M,20776,20140328,20140402,20140407,318,2,159
SO75968,BK-R93R-62,12551,20140313,20140322,20140327,110,5,22
SO75969,BK-R93R-62,11486,20140303,20140310,20140315,636,4,159
SO75970,LJ-0192-S,27346,20140316,20140323,20140328,3578,1,3578
SO75971,LJ-0192-S,25514,20140203,20140213,20140218,3495,5,699
SO75972,CA-1098,24927,20140330,20140404,20140409,3578,1,3578
SO75973,CA-1098,26396,20140129,20140208,20140213,3375,1,3375
SO75974,FE-6654,15547,20140320,20140328,20140402,88,4,22
SO75975,LJ-0192-S,22923,20140327,20140403,20140408,13600,4,3400
SO75976,ST-1401,15693,20140223,20140303,20140308,44,2,22
SO75977,BK-M82S-44,21000,20140207,20140217,20140222,688,2,344
SO75978,BK-R93R-62,12152,20140310,20140317,20140322,3495,5,699
SO75979,FE-6654,19190,20140216,20140226,20140303,159,1,159
SO75980,FE-6654,13484,20140307,20140317,20140322,1376,4,344
SO75981,SO-B909-M,26635,20140212,20140218,20140223,1720,5,344
SO75982,FE-6654,11424,20140213,20140218,20140223,3495,5,699
SO75983,BK-R93R-48,18172,20140221,20140303,20140308,110,5,22
SO75984,FE-6654,17457,20140217,20140225,20140302,1376,4,344
SO75985,BK-R93R-48,14383,20140301,20140311,20140316,3495,5,699
SO75986,CA-1098,14795,20140309,20140315,20140320,1376,4,344
SO75987,HL-U509,11358,20140208,20140214,20140219,10125,3,3375
SO75988,BK-R50B-62,16988,20140223,20140304,20140309,2097,3,699
SO75989,HL-U509,11464,20140223,20140302,20140307,7156,2,3578
SO75990,BK-M82B-48,18186,20140328,20140405,20140410,1032,3,344
SO75991,BK-M82S-44,26264,20140325,20140330,20140404,1720,5,344
SO75992,ST-1401,13496,20140324,20140403,20140408,18,2,9
SO75993,SO-B909-M,14473,20140325,20140402,20140407,17000,5,3400
SO75994,BK-R93R-48,19034,20140219,20140226,20140303,688,2,344
SO75995,FE-6654,26912,20140315,20140322,20140327,1398,2,699
SO75996,BK-M82S-44,24120,20140321,20140326,20140331,45,5,9
SO75997,LJ-0192-S,14698,20140209,20140214,20140219,10125,3,3375
SO75998,CA-1098,23683,20140212,20140220,20140225,27,3,9
SO75999,LJ-0192-S,13943,20140308,20140315,20140320,2097,3,699
SO76000,BK-M82S-44,29460,20140328,20140406,20140411,66,3,22
SO76001,SO-B909-M,18071,20140312,20140322,20140327,688,2,344
SO76002,BK-R93R-62,12006,20140201,20140209,20140214,110,5,22
SO76003,SO-B909-M,14429,20140202,20140211,20140216,7156,2,3578
SO76004,FE-6654,12509,20140205,20140211,20140216,22,1,22
SO76005,BK-M82B-48,12748,20140209,20140216,20140221,13600,4,3400
SO76006,LJ-0192-S,14255,20140307,20140314,20140319,10734,3,3578
SO76007,LJ-0192-S,13613,20140205,20140210,20140215,1376,4,344
SO76008,ST-1401,28796,20140209,20140214,20140219,1376,4,344
SO76009,HL-U509,23624,20140211,20140217,20140222,10125,3,3375
SO76010,BK-M82B-48,14950,20140218,20140225,20140302,2796,4,699
SO76011,CA-1098,17472,20140319,20140329,20140403,3495,5,699
SO76012,BK-R50B-62,19987,20140326,20140402,20140407,1398,2,699
SO76013,LJ-0192-S,23980,20140328,20140404,20140409,9,1,9
SO76014,BK-R93R-48,12027,20140209,20140217,20140222,3375,1,3375
SO76015,BK-M82S-44,17762,20140309,20140317,20140322,22,1,22
SO76016,BK-R93R-48,24898,20140303,20140308,20140313,3495,5,699
SO76017,ST-1401,17464,20140311,20140316,20140321,318,2,159
SO76018,BK-R93R-48,20268,20140221,20140302,20140307,477,3,159
SO76019,HL-U509,21826,20140321,20140330,20140404,6750,2,3375
SO76020,BK-M82B-48,12724,20140214,20140223,20140228,10734,3,3578
SO76021,BK-M82B-48,16983,20140320,20140329,20140403,3495,5,699
SO76022,FE-6654,22703,20140330,20140404,20140409,688,2,344
SO76023,BK-M82B-48,19991,20140329,20140405,20140410,110,5,22
SO76024,BK-R50B-62,23676,20140224,20140305,20140310,36,4,9
SO76025,BK-M82B-48,19527,20140305,20140313,20140318,3578,1,3578
SO76026,BK-M82B-48,15237,20140324,20140403,20140408,2097,3,699
SO76027,LJ-0192-S,19502,20140307,20140315,20140320,66,3,22
SO76028,LJ-0192-S,16222,20140211,20140219,20140224,636,4,159
SO76029,BK-M82B-48,17839,20140304,20140313,20140318,10200,3,3400
SO76030,SO-B909-M,25229,20140302,20140308,20140313,1032,3,344
SO76031,SO-B909-M,24649,20140217,20140224,20140301,6750,2,3375
SO76032,BK-R93R-62,13115,20140224,20140306,20140311,6800,2,3400
SO76033,SO-B909-M,28370,20140303,20140311,20140316,1376,4,344
SO76034,SO-B909-M,15118,20140219,20140225,20140302,16875,5,3375
SO76035,FE-6654,13890,20140212,20140221,20140226,795,5,159
SO76036,BK-M82B-48,27605,20140207,20140212,20140217,699,1,699
SO76037,BK-R50B-62,14386,20140214,20140221,20140226,14312,4,3578
SO76038,BK-R50B-62,24080,20140326,20140405,20140410,795,5,159
SO76039,BK-R93R-48,13140,20140327,20140402,20140407,3375,1,3375
SO76040,LJ-0192-S,21333,20140217,20140224,20140301,159,1,159
SO76041,BK-R93R-48,20070,20140223,20140302,20140307,2097,3,699
SO76042,LJ-0192-S,19424,20140310,20140318,20140323,699,1,699
SO76043,BK-R93R-62,21513,20140308,20140317,20140322,344,1,344
SO76044,BK-M82B-48,22434,20140201,20140208,20140213,795,5,159
SO76045,BK-R50B-62,15482,20140210,20140217,20140222,688,2,344
SO76046,LJ-0192-S,16678,20140225,20140307,20140312,13600,4,3400
SO76047,BK-M82S-44,16512,20140224,20140305,20140310,18,2,9
SO76048,BK-R93R-62,23027,20140303,20140309,20140314,10734,3,3578
SO76049,HL-U509,15072,20140201,20140208,20140213,2796,4,699
SO76050,CA-1098,25989,20140217,20140227,20140304,159,1,159
SO76051,CA-1098,17098,20140222,20140304,20140309,110,5,22
SO76052,LJ-0192-S,16530,20140222,20140304,20140309,14312,4,3578
SO76053,LJ-0192-S,19167,20140205,20140215,20140220,14312,4,3578
SO76054,FE-6654,17448,20140328,20140407,20140412,6750,2,3375
SO76055,SO-B909-M,21960,20140303,20140311,20140316,688,2,344
SO76056,BK-M82B-48,18151,20140303,20140310,20140315,1720,5,344
SO76057,LJ-0192-S,27518,20140321,20140326,20140331,2097,3,699
SO76058,BK-M82S-44,12418,20140318,20140328,20140402,3495,5,699
SO76059,ST-1401,25938,20140322,20140330,20140404,6750,2,3375
SO76060,BK-M82B-48,27369,20140207,20140215,20140220,110,5,22
SO76061,BK-M82B-48,23188,20140315,20140321,20140326,17000,5,3400
SO76062,BK-M82S-44,18273,20140315,20140320,20140325,2796,4,699
SO76063,CA-1098,19386,20140318,20140328,20140402,1032,3,344
SO76064,SO-B909-M,19883,20140206,20140213,20140218,36,4,9
SO76065,BK-M82S-44,13774,20140221,20140303,20140308,88,4,22
SO76066,HL-U509,17388,20140211,20140216,20140221,6750,2,3375
SO76067,BK-M82B-48,21297,20140205,20140214,20140219,17890,5,3578
SO76068,BK-M82B-48,13324,20140206,20140213,20140218,14312,4,3578
SO76069,HL-U509,17785,20140220,20140228,20140305,3578,1,3578
SO76070,SO-B909-M,13912,20140326,20140401,20140406,3578,1,3578
SO76071,CA-1098,11412,20140225,20140304,20140309,2796,4,699
SO76072,ST-1401,27690,20140227,20140309,20140314,2097,3,699
SO76073,BK-R93R-48,26208,20140324,20140402,20140407,1032,3,344
SO76074,ST-1401,13364,20140306,20140312,20140317,6750,2,3375
SO76075,BK-M82B-48,21547,20140308,20140314,20140319,477,3,159
SO76076,ST-1401,21568,20140312,20140317,20140322,36,4,9
SO76077,ST-1401,18287,20140312,20140318,20140323,1398,2,699
SO76078,CA-1098,15032,20140327,20140404,20140409,795,5,159
SO76079,BK-M82B-48,25513,20140316,20140322,20140327,14312,4,3578
SO76080,FE-6654,11112,20140222,20140228,20140305,36,4,9
SO76081,BK-R50B-62,16843,20140316,20140324,20140329,10734,3,3578
SO76082,BK-R93R-48,21101,20140131,20140205,20140210,318,2,159
SO76083,LJ-0192-S,23081,20140217,20140222,20140227,14312,4,3578
SO76084,HL-U509,16101,20140221,20140226,20140303,344,1,344
SO76085,BK-R93R-48,13023,20140223,20140305,20140310,10200,3,3400
SO76086,HL-U509,12422,20140211,20140218,20140223,1032,3,344
SO76087,LJ-0192-S,20673,20140301,20140306,20140311,1398,2,699
SO76088,BK-M82B-48,23852,20140307,20140317,20140322,17000,5,3400
SO76089,ST-1401,28920,20140205,20140212,20140217,344,1,344
SO76090,BK-M82S-44,13792,20140322,20140329,20140403,66,3,22
SO76091,ST-1401,17532,20140224,20140305,20140310,88,4,22
SO76092,FE-6654,15528,20140222,20140227,20140304,795,5,159
SO76093,BK-R93R-62,14817,20140309,20140314,20140319,3375,1,3375
SO76094,HL-U509,20137,20140214,20140221,20140226,17000,5,3400
SO76095,ST-1401,19433,20140226,20140306,20140311,1376,4,344
SO76096,BK-M82B-48,18852,20140211,20140221,20140226,3495,5,699
SO76097,ST-1401,19380,20140219,20140227,20140304,10125,3,3375
SO76098,BK-M82B-48,16921,20140130,20140204,20140209,66,3,22
SO76099,LJ-0192-S,14212,20140209,20140218,20140223,795,5,159
SO76100,FE-6654,16265,20140321,20140327,20140401,2796,4,699
SO76101,BK-M82B-48,26502,20140302,20140312,20140317,13600,4,3400
SO76102,BK-R93R-62,29177,20140321,20140331,20140405,9,1,9
SO76103,LJ-0192-S,26516,20140307,20140314,20140319,36,4,9
SO76104,CA-1098,15347,20140206,20140216,20140221,318,2,159
SO76105,CA-1098,15645,20140203,20140211,20140216,17000,5,3400
SO76106,BK-M82B-48,19984,20140201,20140209,20140214,6800,2,3400
SO76107,BK-M82S-44,16854,20140314,20140324,20140329,477,3,159
SO76108,CA-1098,11517,20140207,20140217,20140222,110,5,22
SO76109,BK-M82S-44,27884,20140313,20140320,20140325,318,2,159
SO76110,ST-1401,23705,20140324,20140329,20140403,44,2,22
SO76111,HL-U509,25138,20140325,20140331,20140405,14312,4,3578
SO76112,FE-6654,13914,20140218,20140226,20140303,88,4,22
SO76113,SO-B909-M,17481,20140212,20140221,20140226,14312,4,3578
SO76114,BK-R50B-62,28020,20140210,20140216,20140221,45,5,9
SO76115,LJ-0192-S,20549,20140209,20140214,20140219,88,4,22
SO76116,ST-1401,14948,20140203,20140211,20140216,27,3,9
SO76117,CA-1098,13248,20140220,20140226,20140303,45,5,9
SO76118,ST-1401,22764,20140217,20140226,20140303,1720,5,344
SO76119,FE-6654,16333,20140330,20140405,20140410,44,2,22
SO76120,BK-M82B-48,24079,20140203,20140213,20140218,477,3,159
SO76121,BK-R93R-62,27325,20140129,20140204,20140209,636,4,159
SO76122,HL-U509,21029,20140324,20140331,20140405,17000,5,3400
SO76123,BK-R93R-48,25338,20140321,20140328,20140402,7156,2,3578
SO76124,BK-R50B-62,16080,20140219,20140227,20140304,1032,3,344
SO76125,BK-R93R-48,17232,20140313,20140319,20140324,3375,1,3375
SO76126,BK-R50B-62,16436,20140313,20140320,20140325,318,2,159
SO76127,BK-M82S-44,14122,20140216,20140224,20140301,2796,4,699
SO76128,SO-B909-M,27836,20140312,20140322,20140327,344,1,344
SO76129,CA-1098,24795,20140320,20140327,20140401,6750,2,3375
SO76130,LJ-0192-S,12007,20140304,20140311,20140316,6750,2,3375
SO76131,BK-M82S-44,17802,20140330,20140406,20140411,795,5,159
SO76132,BK-M82S-44,21210,20140211,20140217,20140222,2097,3,699
SO76133,BK-R93R-62,16014,20140211,20140221,20140226,3495,5,699
SO76134,BK-M82B-48,19341,20140210,20140217,20140222,22,1,22
SO76135,BK-M82B-48,29335,20140324,20140331,20140405,318,2,159
SO76136,FE-6654,25066,20140305,20140312,20140317,688,2,344
SO76137,ST-1401,13351,20140308,20140313,20140318,13600,4,3400
SO76138,BK-M82B-48,26912,20140210,20140218,20140223,344,1,344
SO76139,BK-R93R-48,26562,20140208,20140216,20140221,6750,2,3375
SO76140,SO-B909-M,16100,20140202,20140212,20140217,6800,2,3400
SO76141,CA-1098,21293,20140318,20140323,20140328,66,3,22
SO76142,HL-U509,23669,20140321,20140331,20140405,6800,2,3400
SO76143,SO-B909-M,11868,20140203,20140210,20140215,6750,2,3375
SO76144,FE-6654,13325,20140204,20140214,20140219,1032,3,344
SO76145,SO-B909-M,28074,20140317,20140325,20140330,13600,4,3400
SO76146,LJ-0192-S,15742,20140206,20140214,20140219,13600,4,3400
SO76147,LJ-0192-S,14334,20140212,20140219,20140224,1032,3,344
SO76148,ST-1401,19556,20140311,20140317,20140322,10734,3,3578
SO76149,BK-R93R-62,12946,20140224,20140306,20140311,636,4,159
SO76150,BK-M82S-44,23025,20140301,20140311,20140316,699,1,699
SO76151,HL-U509,17152,20140131,20140209,20140214,14312,4,3578
SO76152,BK-R93R-62,23212,20140208,20140213,20140218,18,2,9
SO76153,BK-R50B-62,23012,20140221,20140303,20140308,688,2,344
SO76154,BK-M82S-44,24373,20140129,20140205,20140210,88,4,22
SO76155,FE-6654,28066,20140225,20140304,20140309,88,4,22
SO76156,BK-M82B-48,26697,20140324,20140329,20140403,110,5,22
SO76157,BK-M82B-48,26951,20140315,20140320,20140325,344,1,344
SO76158,SO-B909-M,18939,20140315,20140321,20140326,1376,4,344
SO76159,BK-M82B-48,23401,20140221,20140301,20140306,45,5,9
SO76160,LJ-0192-S,15065,20140301,20140306,20140311,9,1,9
SO76161,BK-M82S-44,12519,20140227,20140308,20140313,795,5,159
SO76162,LJ-0192-S,20087,20140311,20140319,20140324,3400,1,3400
SO76163,BK-R93R-48,18451,20140131,20140205,20140210,699,1,699
SO76164,LJ-0192-S,27038,20140131,20140205,20140210,10200,3,3400
SO76165,BK-M82S-44,17936,20140218,20140224,20140301,3400,1,3400
SO76166,HL-U509,22355,20140204,20140211,20140216,699,1,699
SO76167,FE-6654,29419,20140327,20140404,20140409,10200,3,3400
SO76168,BK-M82B-48,12623,20140303,20140313,20140318,13600,4,3400
SO76169,LJ-0192-S,29286,20140330,20140405,20140410,1720,5,344
SO76170,BK-R93R-62,12873,20140321,20140331,20140405,13500,4,3375
SO76171,HL-U509,17320,20140220,20140225,20140302,1720,5,344
SO76172,FE-6654,11530,20140310,20140320,20140325,10200,3,3400
SO76173,BK-M82S-44,21835,20140330,20140405,20140410,17890,5,3578
SO76174,BK-R93R-48,26653,20140212,20140217,20140222,88,4,22
SO76175,CA-1098,17741,20140203,20140209,20140214,795,5,159
SO76176,BK-M82B-48,17531,20140208,20140216,20140221,318,2,159
SO76177,HL-U509,14248,20140207,20140217,20140222,3400,1,3400
SO76178,SO-B909-M,24509,20140315,20140320,20140325,36,4,9
SO76179,BK-R93R-48,26943,20140301,20140308,20140313,699,1,699
SO76180,BK-R93R-48,28907,20140215,20140222,20140227,1032,3,344
SO76181,BK-M82B-48,11943,20140213,20140221,20140226,17000,5,3400
SO76182,BK-R93R-48,21512,20140322,20140401,20140406,344,1,344
SO76183,FE-6654,19273,20140325,20140331,20140405,10734,3,3578
SO76184,BK-R50B-62,17589,20140223,20140228,20140305,36,4,9
SO76185,BK-M82B-48,28609,20140204,20140212,20140217,6800,2,3400
SO76186,BK-R50B-62,15785,20140216,20140223,20140228,66,3,22
SO76187,BK-M82B-48,21492,20140228,20140308,20140313,88,4,22
SO76188,FE-6654,20973,20140318,20140323,20140328,13600,4,3400
SO76189,BK-R93R-62,29251,20140215,20140221,20140226,795,5,159
SO76190,SO-B909-M,15639,20140204,20140209,20140214,13500,4,3375
SO76191,BK-R93R-48,29024,20140204,20140213,20140218,699,1,699
SO76192,BK-M82B-48,14135,20140215,20140224,20140301,6800,2,3400
SO76193,SO-B909-M,28276,20140219,20140224,20140301,88,4,22
SO76194,BK-R93R-62,17196,20140220,20140302,20140307,18,2,9
SO76195,BK-M82B-48,26608,20140309,20140319,20140324,795,5,159
SO76196,BK-M82B-48,23848,20140325,20140330,20140404,2796,4,699
SO76197,ST-1401,14737,20140308,20140316,20140321,13600,4,3400
SO76198,BK-R93R-48,12397,20140325,20140330,20140404,2097,3,699
SO76199,CA-1098,12478,20140205,20140211,20140216,3578,1,3578
SO76200,BK-R50B-62,16522,20140326,20140404,20140409,88,4,22
SO76201,BK-M82S-44,18669,20140306,20140315,20140320,1032,3,344
SO76202,BK-R50B-62,24523,20140209,20140219,20140224,1032,3,344
SO76203,FE-6654,17235,20140216,20140222,20140227,13600,4,3400
SO76204,SO-B909-M,15279,20140215,20140222,20140227,688,2,344
SO76205,LJ-0192-S,20630,20140220,20140226,20140303,17890,5,3578
SO76206,CA-1098,17791,20140305,20140310,20140315,477,3,159
SO76207,ST-1401,20802,20140226,20140303,20140308,44,2,22
SO76208,BK-R93R-62,25173,20140209,20140219,20140224,3375,1,3375
SO76209,BK-M82B-48,18047,20140306,20140315,20140320,66,3,22
SO76210,SO-B909-M,17011,20140204,20140209,20140214,795,5,159
SO76211,BK-R50B-62,19047,20140302,20140310,20140315,13500,4,3375
SO76212,LJ-0192-S,13229,20140320,20140325,20140330,3375,1,3375
SO76213,BK-M82B-48,29275,20140302,20140310,20140315,477,3,159
SO76214,BK-R50B-62,24361,20140226,20140306,20140311,1398,2,699
SO76215,BK-R93R-62,23688,20140315,20140320,20140325,3375,1,3375
SO76216,SO-B909-M,17663,20140203,20140212,20140217,18,2,9
SO76217,BK-R93R-48,16097,20140318,20140328,20140402,88,4,22
SO76218,BK-R93R-48,29429,20140214,20140221,20140226,1720,5,344
SO76219,BK-M82B-48,18709,20140329,20140403,20140408,3495,5,699
SO76220,BK-R93R-62,17259,20140202,20140212,20140217,1032,3,344
SO76221,ST-1401,28357,20140222,20140227,20140304,159,1,159
SO76222,HL-U509,28809,20140306,20140315,20140320,10734,3,3578
SO76223,SO-B909-M,22323,20140324,20140331,20140405,795,5,159
SO76224,HL-U509,19308,20140328,20140405,20140410,10200,3,3400
SO76225,FE-6654,12482,20140322,20140328,20140402,3375,1,3375
SO76226,FE-6654,24902,20140322,20140327,20140401,699,1,699
SO76227,SO-B909-M,26596,20140306,20140312,20140317,795,5,159
SO76228,SO-B909-M,20794,20140202,20140209,20140214,3400,1,3400
SO76229,SO-B909-M,12378,20140214,20140222,20140227,44,2,22
SO76230,BK-M82S-44,21587,20140317,20140323,20140328,17000,5,3400
SO76231,SO-B909-M,13616,20140213,20140220,20140225,3400,1,3400
SO76232,SO-B909-M,17954,20140310,20140319,20140324,16875,5,3375
SO76233,LJ-0192-S,17054,20140318,20140325,20140330,6750,2,3375
SO76234,BK-M82B-48,26790,20140319,20140328,20140402,3578,1,3578
SO76235,CA-1098,29075,20140225,20140303,20140308,6800,2,3400
SO76236,BK-R50B-62,13482,20140209,20140218,20140223,36,4,9
SO76237,CA-1098,18061,20140225,20140306,20140311,44,2,22
SO76238,CA-1098,11967,20140301,20140308,20140313,3375,1,3375
SO76239,FE-6654,19560,20140330,20140406,20140411,1720,5,344
SO76240,BK-M82B-48,12862,20140225,20140304,20140309,688,2,344
SO76241,BK-R93R-62,12371,20140322,20140401,20140406,22,1,22
SO76242,BK-R93R-48,23951,20140326,20140404,20140409,1398,2,699
SO76243,BK-R93R-48,21957,20140305,20140314,20140319,17890,5,3578
SO76244,BK-M82B-48,25708,20140320,20140327,20140401,159,1,159
SO76245,HL-U509,15983,20140308,20140316,20140321,3578,1,3578
SO76246,BK-M82B-48,23992,20140225,20140307,20140312,10125,3,3375
SO76247,BK-M82S-44,16706,20140317,20140322,20140327,45,5,9
SO76248,CA-1098,27153,20140211,20140218,20140223,1398,2,699
SO76249,HL-U509,27708,20140325,20140401,20140406,318,2,159
SO76250,LJ-0192-S,23701,20140204,20140211,20140216,318,2,159
SO76251,BK-R93R-48,25037,20140129,20140207,20140212,2796,4,699
SO76252,BK-M82S-44,27424,20140330,20140405,20140410,44,2,22
SO76253,BK-R93R-48,18818,20140303,20140309,20140314,14312,4,3578
SO76254,CA-1098,20441,20140130,20140208,20140213,688,2,344
SO76255,SO-B909-M,24288,20140322,20140331,20140405,6800,2,3400
SO76256,FE-6654,18539,20140212,20140219,20140224,1032,3,344
SO76257,HL-U509,16708,20140306,20140313,20140318,3375,1,3375
SO76258,BK-M82B-48,25053,20140202,20140210,20140215,318,2,159
SO76259,ST-1401,14922,20140324,20140331,20140405,17000,5,3400
SO76260,ST-1401,20647,20140207,20140214,20140219,110,5,22
SO76261,BK-R93R-48,28860,20140214,20140223,20140228,10734,3,3578
SO76262,SO-B909-M,19904,20140325,20140403,20140408,1720,5,344
SO76263,FE-6654,25498,20140212,20140217,20140222,16875,5,3375
SO76264,FE-6654,18086,20140214,20140221,20140226,13600,4,3400
SO76265,LJ-0192-S,18767,20140310,20140315,20140320,27,3,9
SO76266,BK-R93R-48,12358,20140208,20140218,20140223,2796,4,699
SO76267,SO-B909-M,12714,20140224,20140302,20140307,344,1,344
SO76268,LJ-0192-S,25461,20140211,20140220,20140225,10734,3,3578
SO76269,BK-R93R-48,20883,20140315,20140324,20140329,9,1,9
SO76270,HL-U509,26538,20140330,20140409,20140414,27,3,9
SO76271,BK-R93R-48,22470,20140130,20140209,20140214,3400,1,3400
SO76272,BK-M82B-48,16584,20140315,20140325,20140330,1376,4,344
SO76273,SO-B909-M,11295,20140207,20140215,20140220,699,1,699
SO76274,LJ-0192-S,24859,20140212,20140222,20140227,6800,2,3400
SO76275,ST-1401,25249,20140201,20140210,20140215,318,2,159
SO76276,ST-1401,13212,20140325,20140403,20140408,2097,3,699
SO76277,BK-M82B-48,12442,20140208,20140217,20140222,36,4,9
SO76278,LJ-0192-S,21061,20140326,20140405,20140410,795,5,159
SO76279,BK-R93R-62,21535,20140214,20140221,20140226,18,2,9
SO76280,ST-1401,14797,20140215,20140221,20140226,3400,1,3400
SO76281,CA-1098,22909,20140328,20140404,20140409,7156,2,3578
SO76282,FE-6654,26498,20140228,20140305,20140310,1398,2,699
SO76283,SO-B909-M,23347,20140205,20140211,20140216,14312,4,3578
SO76284,BK-M82B-48,24093,20140321,20140326,20140331,6800,2,3400
SO76285,BK-R93R-48,25205,20140308,20140317,20140322,3578,1,3578
SO76286,FE-6654,24653,20140305,20140311,20140316,13500,4,3375
SO76287,FE-6654,20435,20140316,20140324,20140329,477,3,159
SO76288,LJ-0192-S,21282,20140219,20140228,20140305,66,3,22
SO76289,BK-R93R-48,16003,20140215,20140223,20140228,3375,1,3375
SO76290,BK-M82B-48,28822,20140210,20140215,20140220,2796,4,699
SO76291,CA-1098,23008,20140226,20140306,20140311,1720,5,344
SO76292,BK-M82B-48,17999,20140227,20140304,20140309,17890,5,3578
SO76293,BK-M82S-44,28806,20140319,20140324,20140329,10734,3,3578
SO76294,BK-R93R-62,26689,20140207,20140215,20140220,6750,2,3375
SO76295,BK-M82S-44,27338,20140323,20140402,20140407,2097,3,699
SO76296,LJ-0192-S,22867,20140312,20140320,20140325,318,2,159
SO76297,ST-1401,14225,20140219,20140225,20140302,10200,3,3400
SO76298,FE-6654,17062,20140223,20140305,20140310,13600,4,3400
SO76299,BK-R93R-62,21363,20140206,20140214,20140219,688,2,344
SO76300,BK-M82B-48,27048,20140318,20140323,20140328,159,1,159
SO76301,BK-R93R-62,15202,20140212,20140221,20140226,22,1,22
SO76302,BK-M82S-44,25273,20140203,20140212,20140217,17000,5,3400
SO76303,BK-M82B-48,14287,20140224,20140305,20140310,16875,5,3375
SO76304,CA-1098,22044,20140308,20140314,20140319,1398,2,699
SO76305,BK-R93R-62,17570,20140130,20140206,20140211,14312,4,3578
SO76306,BK-M82B-48,29055,20140329,20140403,20140408,1032,3,344
SO76307,CA-1098,21895,20140216,20140224,20140301,3400,1,3400
SO76308,SO-B909-M,11094,20140203,20140213,20140218,3400,1,3400
SO76309,BK-M82B-48,12520,20140201,20140206,20140211,159,1,159
SO76310,SO-B909-M,19883,20140321,20140330,20140404,318,2,159
SO76311,FE-6654,16562,20140227,20140309,20140314,2796,4,699
SO76312,SO-B909-M,21190,20140326,20140331,20140405,36,4,9
SO76313,ST-1401,13109,20140223,20140302,20140307,17890,5,3578
SO76314,FE-6654,11280,20140218,20140226,20140303,1376,4,344
SO76315,BK-R93R-48,25731,20140224,20140301,20140306,3400,1,3400
SO76316,SO-B909-M,21424,20140217,20140225,20140302,3400,1,3400
SO76317,ST-1401,17853,20140309,20140317,20140322,699,1,699
SO76318,LJ-0192-S,21250,20140323,20140328,20140402,318,2,159
SO76319,HL-U509,16074,20140306,20140314,20140319,88,4,22
SO76320,SO-B909-M,12332,20140210,20140220,20140225,318,2,159
